ECG_peaks,mean_rr_interval,handGSR_peaks,handGSR_mean_peak_interval,handGSR_mean_peak_diff,handGSR_has_peaks,footGSR_peaks,footGSR_mean_peak_interval,footGSR_mean_peak_diff,footGSR_has_peaks,RESP_mean_rr,EMG_rms,HR_mean,HR_std,HR_rmssd,HR_min,HR_max,Stress_Binary,Drive,Window_Start
70,0.8536699392239365,3,14.225806451612904,0.10349999999999848,1,7,8.86021505376344,0.20416666666666197,1,1.5734767025089604,0.068482,70.24301075268818,3.4167644208243653,0.7299527389334368,62.0,77.0,stressed,drive07,51150
72,0.8332576101771922,3,23.612903225806456,0.21400000000000088,1,8,5.880184331797234,0.3767142857142812,1,1.1793548387096773,0.104976,71.41505376344087,4.187255272554994,0.7833026049595972,62.0,85.0,stressed,drive07,51615
73,0.8243727598566308,2,9.096774193548388,0.3089999999999961,1,6,5.470967741935484,0.5318000000000002,1,1.0435766836445954,0.105693,72.36989247311828,3.4756846605245575,0.7495962314646796,62.0,85.0,stressed,drive07,52080
72,0.8423443889141299,1,60.0,0.0,0,2,27.225806451612904,0.7580000000000029,1,1.390168970814132,0.140438,70.99247311827958,3.266471463088243,0.85492305723953,62.0,79.0,stressed,drive07,52545
73,0.8261648745519713,4,10.709677419354838,0.5923333333333312,1,5,13.822580645161292,1.0714999999999975,1,1.479032258064516,0.247407,72.39677419354838,3.750066712321383,0.8221895732098169,62.0,80.0,stressed,drive07,53010
73,0.8198924731182796,7,6.344086021505376,0.40966666666666923,1,9,4.71774193548387,0.5532499999999959,1,1.2163978494623657,0.243101,72.30752688172043,3.8417692093460696,0.7394758566165885,62.0,81.0,stressed,drive07,53475
73,0.8243727598566308,8,8.285714285714286,0.8184285714285707,1,12,5.284457478005865,0.68854545454545,1,1.3458364591147787,0.224244,72.15483870967742,4.670394428072471,0.9423649338025638,62.0,82.0,stressed,drive07,53940
73,0.8145161290322581,8,6.387096774193547,0.9469999999999967,1,11,4.406451612903226,0.5186999999999964,1,1.6164874551971324,0.233389,73.29784946236559,3.746897741734599,0.8618202380500206,64.0,82.0,stressed,drive07,54405
77,0.7792869269949068,7,7.989247311827957,0.9500000000000018,1,12,4.733137829912024,0.439000000000002,1,1.4838709677419355,0.891833,76.45268817204301,6.606319740647327,1.138427521988219,67.0,95.0,stressed,drive07,54870
81,0.739516129032258,10,5.756272401433692,1.0556666666666694,1,14,4.392059553349876,0.5500769230769317,1,1.2086899275839367,1.002966,80.41935483870968,5.836707314225971,1.2032428375673625,67.0,95.0,stressed,drive07,55335
80,0.7496937525520622,9,6.266129032258064,0.8600000000000019,1,15,4.055299539170506,0.4715000000000025,1,1.07683284457478,0.723014,79.81182795698925,4.461070546630495,1.1255903844963377,69.0,91.0,stressed,drive07,55800
74,0.8130799823243482,7,8.096774193548386,0.5216666666666653,1,10,6.10752688172043,0.46566666666666023,1,1.366841710427607,0.544924,73.0720430107527,7.258230264933404,1.047319609208229,62.0,89.0,stressed,drive07,56265
69,0.8757115749525618,9,4.137096774193548,0.44487499999999947,1,9,4.370967741935484,0.4147500000000005,1,2.253101736972705,0.446117,68.12795698924731,3.63965216320431,0.7232863642384104,62.0,80.0,stressed,drive07,56730
71,0.8423963133640554,8,7.345622119815668,0.6748571428571417,1,11,5.129032258064516,0.6335000000000011,1,2.424731182795699,0.543795,70.8247311827957,5.849035503874701,0.7617045074880837,63.0,87.0,stressed,drive07,57195
76,0.7931182795698926,9,6.766129032258064,0.5826249999999967,1,13,4.629032258064517,0.4676666666666652,1,2.1433691756272397,0.354264,75.03118279569892,6.840274132949466,1.31194725405276,63.0,89.0,stressed,drive07,57660
79,0.7576509511993383,12,5.061583577712611,0.48945454545454364,1,15,3.9723502304147464,0.339571428571427,1,1.8924731182795695,0.436627,79.11612903225806,6.339283401762916,1.6312344180367606,63.0,90.0,stressed,drive07,58125
76,0.7853763440860214,10,6.236559139784947,0.41244444444444206,1,12,5.131964809384164,0.41690909090908446,1,1.7634408602150538,0.540677,76.22150537634408,6.933041497099865,1.3355292287235898,63.0,90.0,stressed,drive07,58590
73,0.8279569892473119,7,7.150537634408603,0.4044999999999972,1,10,4.724014336917564,0.3137777777777686,1,1.2756598240469208,0.378093,71.77311827956989,4.730946841623568,1.0291760998799222,64.0,90.0,stressed,drive07,59055
72,0.8305315765561107,10,5.505376344086021,0.4867777777777758,1,11,5.5354838709677425,0.35219999999999274,1,1.1896774193548387,0.20682,71.55806451612904,4.9870115726700694,0.9705014073667042,62.0,90.0,stressed,drive07,59520
74,0.8121961997348653,11,5.393548387096774,0.47859999999999736,1,15,3.9078341013824884,0.254357142857137,1,1.4629032258064516,0.587587,73.75376344086021,5.063108381387285,1.2510490753845158,62.0,88.0,stressed,drive07,59985
75,0.79947689625109,10,5.6415770609319,0.5631111111111082,1,16,3.806451612903225,0.2719333333333321,1,1.252454417952314,0.625181,74.72043010752688,6.355702868667829,1.4153548243442005,64.0,96.0,stressed,drive07,60450
75,0.8003487358326068,11,5.103225806451613,0.6712999999999973,1,16,3.3806451612903228,0.4460666666666691,1,1.1129032258064517,0.439295,74.21827956989247,6.344474291016361,1.2480339759665384,64.0,96.0,stressed,drive07,60915
74,0.8095448519664163,8,6.046082949308756,0.9309999999999976,1,17,3.592741935483871,0.4366250000000056,1,1.1166253101736971,0.487823,73.49569892473119,5.020868578811615,1.154389759060373,66.0,88.0,stressed,drive07,61380
73,0.8252688172043011,7,7.204301075268819,0.9093333333333344,1,15,3.774193548387097,0.40900000000000325,1,1.0848267622461172,0.369925,71.14193548387097,7.070403595735561,1.3977530792717157,60.0,90.0,stressed,drive07,61845
79,0.7601323407775022,9,6.60483870967742,0.6751250000000008,1,14,4.218362282878412,0.4156153846153865,1,1.2636746143057505,0.687396,77.96236559139786,11.13290592810239,1.5283471446689947,60.0,94.0,stressed,drive07,62310
82,0.7232178414974114,6,9.935483870967742,0.6032000000000007,1,14,4.3424317617866,0.421692307692307,1,1.3348694316436251,0.913948,82.65376344086022,6.812899831648986,1.3826543480878832,68.0,94.0,stressed,drive07,62775
84,0.7197823552273612,11,3.9935483870967743,0.46480000000000254,1,14,4.218362282878411,0.3499999999999963,1,1.1228287841191067,0.748693,82.83655913978495,4.898228447502406,1.2428482167944868,68.0,94.0,stressed,drive07,63240
87,0.693173293323331,14,4.50620347394541,0.45876923076923315,1,17,3.633064516129032,0.2444374999999942,1,1.111381618989653,0.556062,85.75698924731182,3.578472006752349,1.2045839966360008,76.0,94.0,stressed,drive07,63705
86,0.6944971537001899,10,4.394265232974911,0.4284444444444453,1,15,3.6866359447004604,0.17999999999999883,1,1.3079178885630498,0.768654,86.1494623655914,6.741001547358291,1.4595367683072955,64.0,100.0,stressed,drive07,64170
71,0.8479262672811061,5,11.064516129032258,0.40900000000000397,1,6,9.703225806451613,0.39339999999999825,1,1.804435483870968,0.535544,71.29569892473118,8.991494355670996,1.1270239538115487,56.0,94.0,no,drive07,65100
66,0.905210918114144,3,4.935483870967742,0.2260000000000007,1,5,12.516129032258064,0.2595000000000021,1,2.642228739002933,0.059083,66.43548387096774,4.67694287524896,1.0975067153836298,56.0,81.0,no,drive07,65565
67,0.8856304985337243,1,60.0,0.0,0,6,6.129032258064516,0.1661999999999942,1,3.3092979127134723,0.056982,66.78709677419354,5.123826397100511,0.9732703185779159,60.0,84.0,no,drive07,66030
66,0.907196029776675,0,60.0,0.0,0,5,6.612903225806451,0.16474999999999312,1,3.290322580645161,0.055701,65.81182795698925,5.004736454715062,0.9239080192243614,58.0,84.0,no,drive07,66495
65,0.9163306451612903,0,60.0,0.0,0,0,60.0,0.0,0,3.2043010752688175,0.057487,65.25483870967741,4.79589914717766,1.081700212553615,58.0,80.0,no,drive07,66960
65,0.9304435483870969,0,60.0,0.0,0,0,60.0,0.0,0,2.926994906621392,0.057087,63.98279569892473,5.068532982300665,1.0333512736153443,57.0,80.0,no,drive07,67425
65,0.9344758064516129,0,60.0,0.0,0,0,60.0,0.0,0,3.301707779886148,0.052998,63.77741935483871,4.934945152972948,0.9268161410501476,55.0,79.0,no,drive07,67890
66,0.9071960297766749,1,60.0,0.0,0,1,60.0,0.0,0,3.5927419354838706,0.104642,66.09784946236559,5.491938931256452,1.2063698893833368,55.0,89.0,no,drive07,68355
75,0.79947689625109,2,6.645161290322581,0.833999999999997,1,3,12.838709677419356,1.0575000000000025,1,2.589861751152074,0.120739,74.9,11.892515944234464,1.3193109073235894,60.0,96.0,no,drive07,68820
77,0.7835314091680816,3,23.806451612903224,0.3724999999999976,1,4,15.526881720430106,1.1173333333333317,1,2.3899018232819076,0.080528,75.89354838709677,11.097052853465415,1.1459668594933496,62.0,96.0,no,drive07,69285
70,0.8602150537634409,2,21.741935483870968,0.2989999999999996,1,2,21.870967741935484,1.0670000000000044,1,3.290322580645161,0.054219,68.23655913978494,5.1116519844315835,0.9710558212407536,60.0,84.0,no,drive07,69750
68,0.8801155512758788,0,60.0,0.0,0,1,60.0,0.0,0,3.195445920303605,0.054866,67.83548387096774,4.678919670393788,0.8876621124246716,60.0,83.0,no,drive07,70215
70,0.8574100046750821,1,60.0,0.0,0,2,51.16129032258065,0.1810000000000216,1,3.3548387096774195,0.073524,69.46666666666667,8.1576843295185,0.9349107588525758,60.0,95.0,no,drive07,70680
74,0.8051259390190014,5,8.56451612903226,1.2964999999999942,1,5,8.596774193548388,1.350249999999996,1,2.912903225806452,0.234749,74.25698924731182,11.57526002726544,1.0846814774058517,60.0,99.0,no,drive07,71145
76,0.7888172043010753,6,10.412903225806451,0.8837999999999973,1,8,8.08294930875576,0.5507142857142867,1,2.2158808933002483,0.232489,76.08064516129032,9.75269202499005,1.209043782333613,61.0,99.0,no,drive07,71610
71,0.8414746543778802,6,9.67741935483871,0.48680000000000057,1,6,9.703225806451613,0.44139999999999874,1,2.563049853372434,0.067184,70.61397849462365,6.758699553571789,1.0426842894418569,60.0,85.0,no,drive07,72075
74,0.8015908086610695,5,9.774193548387096,0.7372500000000025,1,6,5.987096774193548,0.2973999999999952,1,1.7560483870967742,0.067681,74.48602150537634,12.445335019254122,1.2983387580589854,60.0,101.0,no,drive07,72540
75,0.806451612903226,4,17.182795698924732,0.5883333333333288,1,6,10.193548387096774,0.32380000000000175,1,1.9911012235817573,0.067616,73.54516129032258,13.267577232454565,1.371711744818096,57.0,101.0,no,drive07,73005
73,0.8252688172043011,6,8.232258064516127,0.4839999999999991,1,6,8.296774193548387,0.2845999999999962,1,3.191650853889943,0.060391,71.74193548387096,11.661261321518392,1.3156342325280932,57.0,101.0,no,drive07,73470
71,0.8387096774193551,7,9.473118279569894,0.7648333333333354,1,9,6.588709677419354,0.24137499999999806,1,3.370967741935484,0.0575,71.48709677419355,11.578824998482078,1.295018193138514,56.0,101.0,no,drive07,73935
65,0.9173387096774194,6,10.0,0.8690000000000013,1,8,7.133640552995392,0.2752857142857084,1,3.7376344086021507,0.054231,65.01505376344086,4.058681025133184,1.0797081294402358,56.0,73.0,no,drive07,74400
66,0.9151364764267991,4,7.56989247311828,1.2816666666666663,1,4,7.311827956989247,0.5026666666666636,1,3.6989247311827964,0.05733,64.96774193548387,4.182533092898088,1.1469057919404944,56.0,78.0,no,drive07,74865
73,0.827956989247312,4,7.870967741935484,1.4449999999999952,1,4,7.870967741935484,0.4640000000000022,1,2.6363636363636362,0.432957,72.50645161290322,10.925281979595775,1.5149062005799026,57.0,94.0,no,drive07,75330
74,0.8130799823243483,6,10.929032258064515,1.3527999999999984,1,6,10.929032258064517,0.4616000000000051,1,2.1290322580645165,0.432872,73.09569892473118,10.692198079923577,1.4191524024721274,58.0,94.0,no,drive07,75795
69,0.8700189753320684,9,7.088709677419356,0.9124999999999946,1,6,10.438709677419356,0.5035999999999978,1,2.033452807646356,0.214867,67.85483870967742,5.967060408628522,1.153456918698685,58.0,88.0,no,drive07,76260
69,0.8785578747628084,9,6.564516129032258,0.614874999999995,1,7,8.645161290322582,0.3141666666666632,1,2.3955119214586253,0.241424,67.95806451612903,5.646900807258834,1.1947138683073624,57.0,88.0,no,drive07,76725
68,0.8791526239768896,6,10.916129032258064,1.1576000000000009,1,6,10.993548387096775,0.4702000000000018,1,2.599078341013825,0.183338,67.66021505376344,4.632125775609262,1.0380282708412436,57.0,83.0,no,drive07,77190
68,0.876263842079923,4,7.462365591397849,1.231333333333336,1,4,7.505376344086021,0.46000000000000335,1,2.443548387096774,0.149304,67.30322580645161,6.774437271601303,1.0851775586014218,57.0,93.0,no,drive07,77655
63,0.9594172736732569,1,60.0,0.0,0,1,60.0,0.0,0,3.8341013824884795,0.270852,62.10967741935484,6.083541422562005,1.0170770081334193,55.0,84.0,no,drive08,0
62,0.977260708619778,0,60.0,0.0,0,0,60.0,0.0,0,5.638709677419355,0.26999,59.50430107526882,3.9879499672904304,0.9537191377741813,52.0,68.0,no,drive08,465
64,0.9278033794162827,0,60.0,0.0,0,0,60.0,0.0,0,5.129032258064516,0.268505,59.94516129032258,3.9045332387745284,0.9671682501571008,52.0,68.0,no,drive08,930
67,0.8856304985337243,0,60.0,0.0,0,0,60.0,0.0,0,4.387096774193547,0.268517,61.20645161290322,3.4197970904911608,0.989721122826417,55.0,68.0,no,drive08,1395
69,0.8728652751423149,0,60.0,0.0,0,0,60.0,0.0,0,4.372208436724566,0.270403,62.15376344086022,3.7495536405257033,0.9732703185779159,55.0,70.0,no,drive08,1860
67,0.8944281524926686,0,60.0,0.0,0,0,60.0,0.0,0,5.187096774193549,0.270718,62.58709677419355,3.856212019738073,1.0213016452508212,56.0,70.0,no,drive08,2325
64,0.9278033794162827,0,60.0,0.0,0,0,60.0,0.0,0,5.720430107526882,0.270223,61.848387096774196,4.244619944566534,1.1033757770994315,54.0,70.0,no,drive08,2790
67,0.8993157380254154,0,60.0,0.0,0,0,60.0,0.0,0,4.909090909090909,0.269907,63.43225806451613,5.046049477685703,1.154389759060373,54.0,77.0,no,drive08,3255
68,0.890707751564757,0,60.0,0.0,0,0,60.0,0.0,0,3.3472485768500952,0.270903,65.30860215053764,5.607639871437653,1.1947138683073624,55.0,80.0,no,drive08,3720
66,0.9121588089330026,0,60.0,0.0,0,0,60.0,0.0,0,3.343453510436432,0.270357,64.65698924731183,6.003724611850393,1.245011574770789,55.0,80.0,no,drive08,4185
65,0.9223790322580646,0,60.0,0.0,0,0,60.0,0.0,0,3.772043010752688,0.268807,63.54408602150538,5.313473690465303,1.478951713233177,56.0,83.0,no,drive08,4650
67,0.8963831867057674,0,60.0,0.0,0,0,60.0,0.0,0,4.7859237536656885,0.268479,63.03763440860215,4.251461835335073,1.3290656494463369,57.0,83.0,no,drive08,5115
70,0.8564749883122955,0,60.0,0.0,0,0,60.0,0.0,0,5.167741935483872,0.268897,63.7,3.825115080143876,0.9782346085719752,57.0,72.0,no,drive08,5580
66,0.9101736972704715,0,60.0,0.0,0,0,60.0,0.0,0,4.467741935483871,0.269863,62.725806451612904,4.379704002022822,1.0452620048451364,56.0,72.0,no,drive08,6045
63,0.9521331945889698,0,60.0,0.0,0,0,60.0,0.0,0,4.462365591397849,0.268234,60.26881720430107,4.246288157570488,1.0757128960186941,54.0,70.0,no,drive08,6510
67,0.8973607038123167,0,60.0,0.0,0,0,60.0,0.0,0,4.272952853598015,0.268168,62.840860215053766,6.091810765266351,1.1231970362971089,54.0,82.0,no,drive08,6975
68,0.8830043331728454,0,60.0,0.0,0,0,60.0,0.0,0,4.213399503722084,0.268625,64.67956989247311,5.539352066838129,1.1843071489421662,52.0,82.0,no,drive08,7440
66,0.9191066997518611,0,60.0,0.0,0,0,60.0,0.0,0,5.593548387096774,0.268401,62.648387096774194,4.523537318477815,1.1469057919404944,52.0,72.0,no,drive08,7905
66,0.9181141439205955,0,60.0,0.0,0,0,60.0,0.0,0,5.632258064516129,0.269955,61.60215053763441,4.495732229394194,1.0930842391732467,54.0,70.0,no,drive08,8370
67,0.895405669599218,0,60.0,0.0,0,0,60.0,0.0,0,4.376344086021505,0.26881,60.543010752688176,4.630053713185318,1.1096988992209487,54.0,69.0,no,drive08,8835
67,0.8914956011730205,0,60.0,0.0,0,0,60.0,0.0,0,4.559139784946237,0.268083,60.4989247311828,4.505730989198399,1.1028878815296563,54.0,69.0,no,drive08,9300
64,0.9370199692780338,0,60.0,0.0,0,0,60.0,0.0,0,5.412903225806451,0.267948,62.876344086021504,4.84321713592224,1.3176780961690868,54.0,80.0,no,drive08,9765
67,0.89247311827957,0,60.0,0.0,0,0,60.0,0.0,0,4.56989247311828,0.268869,65.71075268817204,5.273303882962053,1.370926788104421,58.0,83.0,no,drive08,10230
66,0.9042183622828784,0,60.0,0.0,0,0,60.0,0.0,0,4.60752688172043,0.269857,64.75268817204301,7.0138969794435395,1.9476463121311927,55.0,88.0,no,drive08,10695
64,0.931899641577061,0,60.0,0.0,0,0,60.0,0.0,0,5.612903225806453,0.269103,61.410752688172046,6.094514762156925,1.858851341557674,55.0,88.0,no,drive08,11160
65,0.9294354838709677,0,60.0,0.0,0,0,60.0,0.0,0,5.143695014662757,0.268621,66.1268817204301,12.91623251259218,2.1298028734769865,55.0,100.0,no,drive08,11625
66,0.905210918114144,0,60.0,0.0,0,0,60.0,0.0,0,5.238709677419355,0.269086,67.04301075268818,12.912954217927554,2.4314055700944524,54.0,100.0,no,drive08,12090
67,0.8826979472140761,0,60.0,0.0,0,0,60.0,0.0,0,5.4,0.270747,64.73333333333333,8.927899165679728,2.9172291732936597,54.0,104.0,no,drive08,12555
68,0.8810784785748675,0,60.0,0.0,0,0,60.0,0.0,0,5.393548387096774,0.269754,70.70645161290322,13.170301442910148,3.3875921255431534,58.0,104.0,no,drive08,13020
83,0.7151848937844217,14,2.6650124069478904,0.8626923076923088,1,5,5.17741935483871,1.5257500000000028,1,1.0220713073005092,0.883554,87.48817204301075,27.361977580004716,6.341212782102566,58.0,212.0,stressed,drive08,13950
76,0.7896774193548386,16,3.109677419354839,0.8326666666666678,1,12,4.551319648093841,1.1799090909090915,1,0.8442396313364054,0.482927,79.77096774193548,27.058205205740254,6.313568009599697,64.0,212.0,stressed,drive08,14415
75,0.8038360941586749,13,4.03763440860215,0.9460000000000005,1,15,3.83410138248848,0.8695714285714284,1,0.7073732718894009,0.359023,72.8731182795699,7.831356050401519,2.1999119269972316,54.0,99.0,stressed,drive08,14880
73,0.8234767025089607,9,4.814516129032258,0.8137500000000011,1,10,4.924731182795699,1.0726666666666658,1,0.9308755760368664,0.325207,73.49462365591398,9.886586607663853,2.4954209949170862,54.0,101.0,stressed,drive08,15345
67,0.8866080156402737,6,11.238709677419354,2.720999999999998,1,7,9.462365591397848,1.8979999999999995,1,1.0483870967741935,0.317113,69.4236559139785,9.617696478836507,2.536917940581514,58.0,103.0,stressed,drive08,15810
68,0.8772267693789119,8,6.728110599078341,1.4489999999999987,1,8,6.764976958525346,1.2477142857142856,1,1.0230414746543777,0.312269,69.39032258064516,9.070293761957204,2.1388809282902264,58.0,103.0,stressed,drive08,16275
67,0.8954056695992179,8,7.142857142857143,0.8484285714285728,1,8,7.152073732718892,0.7250000000000034,1,1.109181141439206,0.276269,67.24623655913979,8.39025367937435,1.1760985291501331,56.0,90.0,stressed,drive08,16740
66,0.9121588089330026,9,5.709677419354838,1.3836250000000025,1,10,5.362007168458782,0.991333333333335,1,0.6987850858818601,0.273047,66.39462365591397,7.076705168449568,1.3594939855192736,56.0,96.0,stressed,drive08,17205
72,0.8405270331667424,10,5.978494623655914,1.5081111111111094,1,12,5.184750733137831,1.0639090909090918,1,0.7785527462946817,0.295209,70.41397849462365,6.729138873439315,1.368175893110494,59.0,96.0,stressed,drive08,17670
71,0.8460829493087557,7,7.881720430107527,1.28383333333333,1,11,5.619354838709677,1.0435000000000012,1,0.9795698924731183,0.292209,68.89784946236558,5.286958564151875,0.9098196511572292,59.0,82.0,stressed,drive08,18135
68,0.890707751564757,3,13.451612903225808,1.349499999999999,1,8,5.9631336405529956,1.330142857142857,1,0.876008064516129,0.28132,67.57741935483871,5.403993525943808,1.7716825302969241,60.0,93.0,stressed,drive08,18600
67,0.9012707722385142,5,8.32258064516129,0.9207499999999976,1,8,5.852534562211981,0.8838571428571422,1,0.8089330024813896,0.283808,67.10322580645162,5.984576082271435,1.8585617782968538,59.0,93.0,stressed,drive08,19065
66,0.9042183622828784,6,11.290322580645162,0.4293999999999979,1,7,9.46236559139785,0.6181666666666663,1,1.0870359099208766,0.2828,65.90967741935484,4.82114662032295,1.0462913128294986,59.0,82.0,stressed,drive08,19530
69,0.8662239089184061,8,5.686635944700461,0.8917142857142842,1,9,5.032258064516128,0.357124999999999,1,0.9412442396313364,0.313135,72.6989247311828,13.06310979642575,2.428304568743204,59.0,116.0,stressed,drive08,19995
70,0.8536699392239365,9,6.475806451612904,1.0533749999999993,1,13,4.344086021505376,0.516833333333334,1,0.7876344086021505,0.341148,76.5505376344086,13.57258957911099,3.453676221109666,61.0,116.0,stressed,drive08,20460
68,0.8820414058738567,7,7.569892473118279,1.5916666666666661,1,13,4.161290322580646,0.77425,1,0.6975332068311196,0.3238,74.94301075268817,15.340226813098422,4.474061110471873,60.0,148.0,stressed,drive08,20925
67,0.9012707722385142,7,7.50537634408602,0.9881666666666661,1,12,4.6275659824046915,0.687818181818182,1,0.7216248506571087,0.290185,73.14623655913978,15.968925194201965,4.202618487663677,60.0,148.0,stressed,drive08,21390
69,0.8681214421252371,6,10.374193548387098,1.3754000000000004,1,10,5.71326164874552,0.6990000000000021,1,0.7905376344086024,0.391911,71.69032258064516,12.213284363745288,3.0494665929658322,61.0,114.0,stressed,drive08,21855
69,0.8681214421252373,5,13.322580645161292,1.687000000000002,1,7,9.021505376344086,0.6616666666666663,1,1.0027337342810276,0.393685,70.96666666666667,11.866187920752363,2.5247962967635034,60.0,114.0,stressed,drive08,22320
71,0.8506912442396314,7,5.010752688172043,0.6371666666666665,1,8,4.165898617511521,0.5381428571428567,1,0.9594172736732569,0.289038,78.49569892473119,17.55453814424466,2.864541397253139,60.0,121.0,stressed,drive08,22785
73,0.8216845878136201,11,5.245161290322581,0.5714999999999991,1,14,4.193548387096774,0.508923076923075,1,0.7477253928866833,0.32548,80.54838709677419,15.406824440293564,3.426453161825358,64.0,121.0,stressed,drive08,23250
68,0.8801155512758788,8,7.373271889400921,0.4178571428571418,1,14,4.387096774193549,0.3567692307692291,1,0.8405529953917052,0.332974,69.24623655913979,6.936471464235062,2.4608888974859564,63.0,103.0,stressed,drive08,23715
70,0.8611500701262272,10,5.455197132616488,0.6888888888888894,1,13,4.064516129032258,0.3008333333333344,1,1.0564516129032258,0.40636,71.4505376344086,9.073429526196984,2.209432757716764,63.0,112.0,stressed,drive08,24180
70,0.8489948574100048,10,5.397849462365592,0.6259999999999998,1,13,4.634408602150537,0.421833333333334,1,0.967741935483871,0.467542,73.71827956989247,10.272742367537388,2.785283484749767,59.0,112.0,stressed,drive08,24645
65,0.9274193548387096,7,7.268817204301075,0.6449999999999995,1,9,5.475806451612904,0.484125,1,0.8681214421252371,0.3749,65.77849462365592,9.085281130362066,2.136363115847971,55.0,112.0,stressed,drive08,25110
61,0.9881720430107527,3,6.322580645161291,1.1025000000000007,1,6,7.083870967741936,0.5652000000000011,1,0.8415147265077142,0.272746,59.94408602150538,4.761075652512191,1.3606811439339788,46.0,84.0,stressed,drive08,25575
61,0.9795698924731183,2,17.29032258064516,1.9320000000000015,1,6,10.619354838709677,0.40879999999999805,1,0.7640067911714772,0.265898,60.464516129032255,6.094359196271641,1.6365049791627713,46.0,84.0,stressed,drive08,26040
61,0.9763440860215054,3,18.870967741935484,1.1140000000000008,1,10,5.949820788530466,0.24855555555555528,1,0.6907020872865275,0.264785,62.44516129032258,6.795610792949685,2.0391749951697933,56.0,84.0,stressed,drive08,26505
65,0.9193548387096775,4,15.419354838709678,1.0603333333333316,1,10,5.899641577060931,0.4147777777777768,1,0.6366536689117334,0.270561,64.21720430107527,8.622808260166428,2.660762211020606,57.0,91.0,stressed,drive08,26970
68,0.8868560423688013,5,13.306451612903226,1.515499999999999,1,8,7.714285714285714,1.0315714285714264,1,0.6715542521994134,0.291153,68.2494623655914,10.887603917565515,3.248250336346945,58.0,100.0,stressed,drive08,27435
67,0.89247311827957,5,10.080645161290322,1.1632499999999995,1,8,6.38709677419355,0.8101428571428573,1,0.7199055861526357,0.293594,72.5505376344086,10.863776484072906,3.6338025524665154,59.0,100.0,stressed,drive08,27900
66,0.9131513647642681,4,13.526881720430106,1.024000000000001,1,8,5.769585253456221,0.5861428571428589,1,0.7159716758457907,0.278868,70.70645161290322,10.375574153840946,3.3358799027409995,58.0,93.0,stressed,drive08,28365
64,0.9441884280593957,1,60.0,0.0,0,6,10.709677419354838,0.7526000000000017,1,0.6909227306826706,0.274886,66.38172043010752,9.44693665131103,2.868484332907848,54.0,96.0,stressed,drive08,28830
64,0.9349718381976447,1,60.0,0.0,0,8,6.95852534562212,0.584142857142857,1,0.6755654430849092,0.277814,67.29462365591398,11.540637555219632,2.7691985682578517,54.0,104.0,stressed,drive08,29295
71,0.8534562211981566,2,43.29032258064516,2.2499999999999982,1,7,7.526881720430107,0.3034999999999994,1,0.6766862170087976,0.274645,69.00537634408602,12.685991474736014,2.8033886921565276,57.0,104.0,stressed,drive08,29760
74,0.8166151126822803,5,9.516129032258064,0.638250000000004,1,6,8.064516129032258,0.5404000000000009,1,0.6488691138301816,0.273251,69.26021505376345,11.729066365368313,2.5470808974107575,56.0,99.0,stressed,drive08,30225
68,0.8743379874819451,7,8.505376344086022,0.8086666666666695,1,9,6.919354838709677,0.676000000000001,1,0.7716799329702556,0.282998,70.54193548387097,11.003463018724597,2.70529521020924,56.0,99.0,stressed,drive08,30690
68,0.8849301877708233,7,8.763440860215054,1.0680000000000007,1,11,5.258064516129032,0.5995000000000003,1,0.863745787193067,0.286334,69.64731182795698,10.816172592369476,3.2738320541258945,58.0,96.0,stressed,drive08,31155
70,0.8611500701262274,5,8.03225806451613,0.8802500000000009,1,10,5.2831541218638,0.41644444444444545,1,0.8875855327468231,0.280437,77.03333333333333,21.71427276187395,4.361367735618726,60.0,140.0,stressed,drive08,31620
69,0.8738140417457307,1,60.0,0.0,0,7,8.946236559139784,0.3473333333333355,1,1.0118845500848896,0.270764,77.93440860215054,20.82835636701379,3.9415809366129766,60.0,140.0,stressed,drive08,32085
65,0.9183467741935485,1,60.0,0.0,0,10,6.093189964157706,0.6311111111111107,1,0.996172772006561,0.267678,68.23655913978494,7.811210374539896,2.6249199075381924,58.0,90.0,stressed,drive08,32550
68,0.8820414058738565,4,10.580645161290322,0.3039999999999994,1,12,4.73900293255132,0.820454545454544,1,0.9183467741935484,0.459522,73.5,12.210364890235187,3.448061498106655,58.0,104.0,stressed,drive08,33015
70,0.8527349228611503,7,7.838709677419355,0.7710000000000014,1,9,5.806451612903226,0.7108749999999991,1,1.070967741935484,0.547113,75.8763440860215,12.051358713827529,3.420164355640085,60.0,104.0,stressed,drive08,33480
67,0.8944281524926686,6,11.445161290322579,0.9460000000000027,1,10,5.706093189964158,0.6212222222222213,1,1.0220713073005094,0.448234,70.96236559139786,10.84275104933964,3.0093145674338606,60.0,103.0,stressed,drive08,33945
64,0.9370199692780339,2,21.677419354838708,0.4339999999999984,1,9,4.758064516129032,0.7037500000000001,1,0.825268817204301,0.350928,66.89462365591397,9.888718081150492,2.678503510338887,56.0,100.0,stressed,drive08,34410
64,0.9370199692780338,2,12.32258064516129,3.4109999999999996,1,6,9.729032258064517,0.4101999999999997,1,0.7968613775065387,0.307791,63.57096774193548,7.331755655977594,2.36520343695211,56.0,93.0,stressed,drive08,34875
69,0.8690702087286527,4,14.774193548387096,2.134,1,10,5.010752688172042,0.6079999999999997,1,0.9042033235581624,0.38459,65.43548387096774,8.95224060571671,2.621021255533632,48.0,93.0,stressed,drive08,35340
